posting_id,title_clean,contract_type,city,cluster_id,cluster_name,num_skills,silhouette_score
IND-HAM-20250103-001,ML Engineer,Full-time,Hamburg,4,Enterprise BI & Reporting,10,0.61
IND-BER-20240415-001,Data Scientist,Full-time,Berlin,2,Cloud Data Engineering,11,0.61
SS-BER-20240623-001,Senior Data Analyst,Full-time,Berlin,3,ML & Research,12,0.61
SS-MUN-20241106-001,Werkstudent Data Engineering,Werkstudent,Munich,1,Core Analytics & Student Entry,7,0.61
LI-HAM-20240712-001,ML Engineer,Full-time,Hamburg,2,Cloud Data Engineering,14,0.61
IND-ESS-20250109-001,Praktikant Data Science,Praktikum,Essen,1,Core Analytics & Student Entry,5,0.61
LI-BER-20240613-001,Praktikant Data Analyst,Praktikum,Berlin,3,ML & Research,14,0.61
LI-HAM-20240529-001,Senior Data Analyst,Full-time,Hamburg,2,Cloud Data Engineering,11,0.61
IND-STU-20250123-001,Data Architect,Full-time,Stuttgart,2,Cloud Data Engineering,8,0.61
SS-BER-20240606-001,Analytics Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,9,0.61
SS-HAM-20240917-001,Praktikant Analytics,Praktikum,Hamburg,1,Core Analytics & Student Entry,5,0.61
LI-OTH-20240511-001,Werkstudent Data Analytics,Werkstudent,Other,1,Core Analytics & Student Entry,12,0.61
SS-BER-20250220-001,Praktikant Data Science,Praktikum,Berlin,1,Core Analytics & Student Entry,9,0.61
IND-BER-20240324-002,BI Engineer,Full-time,Berlin,2,Cloud Data Engineering,11,0.61
LI-BER-20240906-001,Business Intelligence Analyst,Full-time,Berlin,2,Cloud Data Engineering,10,0.61
IND-FRA-20240626-001,Data Scientist,Full-time,Frankfurt,3,ML & Research,7,0.61
LI-MUN-20240612-001,Business Intelligence Analyst,Full-time,Munich,1,Core Analytics & Student Entry,8,0.61
SS-DOR-20240725-001,Werkstudent Data Engineering,Werkstudent,Dortmund,1,Core Analytics & Student Entry,4,0.61
SS-STU-20250131-001,Data Engineer,Full-time,Stuttgart,3,ML & Research,14,0.61
IND-HAM-20240812-002,Business Intelligence Analyst,Full-time,Hamburg,3,ML & Research,14,0.61
SS-COL-20250108-001,Werkstudent Data Engineering,Werkstudent,Cologne,1,Core Analytics & Student Entry,6,0.61
IND-OTH-20240724-001,Business Intelligence Analyst,Full-time,Other,2,Cloud Data Engineering,13,0.61
LI-COL-20240724-001,Praktikant Data Analyst,Praktikum,Cologne,1,Core Analytics & Student Entry,9,0.61
SS-FRA-20240922-001,Praktikant Data Science,Praktikum,Frankfurt,1,Core Analytics & Student Entry,9,0.61
SS-DOR-20240325-002,BI Engineer,Full-time,Dortmund,3,ML & Research,14,0.61
LI-BER-20240306-001,Freelance BI Consultant,Freelance/Contract,Berlin,4,Enterprise BI & Reporting,8,0.61
SS-NUR-20240620-001,Werkstudent Data Analytics,Werkstudent,Nuremberg,3,ML & Research,14,0.61
SS-BER-20240301-001,Senior Data Analyst,Full-time,Berlin,1,Core Analytics & Student Entry,6,0.61
LI-MUN-20241113-001,Werkstudent Data Analytics,Werkstudent,Munich,4,Enterprise BI & Reporting,10,0.61
SS-BER-20240319-001,Analytics Engineer,Full-time,Berlin,2,Cloud Data Engineering,15,0.61
LI-FRA-20240811-001,Praktikant Business Intelligence,Praktikum,Frankfurt,1,Core Analytics & Student Entry,5,0.61
LI-DOR-20240307-001,Senior Data Engineer,Full-time,Dortmund,3,ML & Research,13,0.61
IND-ESS-20250322-001,Data Engineer,Full-time,Essen,2,Cloud Data Engineering,13,0.61
SS-OTH-20240813-001,Werkstudent Data Engineering,Werkstudent,Other,1,Core Analytics & Student Entry,10,0.61
SS-MUN-20240328-001,Senior Data Engineer,Full-time,Munich,2,Cloud Data Engineering,13,0.61
IND-DOR-20240904-001,Praktikant Data Analyst,Praktikum,Dortmund,1,Core Analytics & Student Entry,8,0.61
IND-MUN-20241022-001,Contract ML Engineer,Freelance/Contract,Munich,1,Core Analytics & Student Entry,7,0.61
SS-BER-20240619-001,Praktikant Analytics,Praktikum,Berlin,1,Core Analytics & Student Entry,9,0.61
IND-DÜS-20241012-001,Freelance BI Consultant,Freelance/Contract,Düsseldorf,1,Core Analytics & Student Entry,6,0.61
LI-BER-20240121-001,Freelance BI Consultant,Freelance/Contract,Berlin,4,Enterprise BI & Reporting,9,0.61
IND-OTH-20241113-001,Praktikant Data Analyst,Praktikum,Other,1,Core Analytics & Student Entry,11,0.61
LI-BER-20241222-001,ML Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,9,0.61
SS-OTH-20240518-001,Analytics Engineer,Full-time,Other,4,Enterprise BI & Reporting,7,0.61
IND-ESS-20250105-001,Werkstudent Data Analytics,Werkstudent,Essen,1,Core Analytics & Student Entry,9,0.61
LI-MUN-20241003-001,Werkstudent BI,Werkstudent,Munich,1,Core Analytics & Student Entry,8,0.61
SS-MUN-20240121-002,BI Engineer,Full-time,Munich,2,Cloud Data Engineering,15,0.61
IND-MUN-20241107-001,Data Architect,Full-time,Munich,2,Cloud Data Engineering,11,0.61
IND-ESS-20240601-001,Praktikant Business Intelligence,Praktikum,Essen,1,Core Analytics & Student Entry,7,0.61
LI-FRA-20240601-001,Werkstudent BI,Werkstudent,Frankfurt,3,ML & Research,6,0.61
LI-HAM-20250302-001,Data Architect,Full-time,Hamburg,2,Cloud Data Engineering,13,0.61
SS-MUN-20240121-001,Werkstudent Data Engineering,Werkstudent,Munich,1,Core Analytics & Student Entry,9,0.61
LI-BER-20250114-001,Data Architect,Full-time,Berlin,4,Enterprise BI & Reporting,9,0.61
LI-COL-20240728-001,Werkstudent Machine Learning,Werkstudent,Cologne,1,Core Analytics & Student Entry,8,0.61
LI-HAM-20240619-001,Werkstudent BI,Werkstudent,Hamburg,1,Core Analytics & Student Entry,8,0.61
LI-HAM-20240902-001,BI Engineer,Full-time,Hamburg,2,Cloud Data Engineering,11,0.61
IND-COL-20240806-001,Senior Data Engineer,Full-time,Cologne,1,Core Analytics & Student Entry,6,0.61
SS-FRA-20241127-001,Freelance BI Consultant,Freelance/Contract,Frankfurt,1,Core Analytics & Student Entry,5,0.61
SS-BER-20240814-001,Analytics Engineer,Full-time,Berlin,2,Cloud Data Engineering,13,0.61
LI-COL-20250109-001,Werkstudent Data Science,Werkstudent,Cologne,1,Core Analytics & Student Entry,8,0.61
LI-HAM-20241231-001,Analytics Engineer,Full-time,Hamburg,1,Core Analytics & Student Entry,8,0.61
SS-NUR-20250129-001,Praktikant Analytics,Praktikum,Nuremberg,2,Cloud Data Engineering,13,0.61
SS-BER-20250321-001,BI Engineer,Full-time,Berlin,3,ML & Research,12,0.61
LI-MUN-20240714-001,Data Scientist,Full-time,Munich,4,Enterprise BI & Reporting,7,0.61
IND-BER-20240309-002,Senior Data Engineer,Full-time,Berlin,3,ML & Research,15,0.61
SS-FRA-20250103-001,Business Intelligence Analyst,Full-time,Frankfurt,1,Core Analytics & Student Entry,7,0.61
LI-ESS-20241219-002,Business Intelligence Analyst,Full-time,Essen,2,Cloud Data Engineering,10,0.61
SS-FRA-20240524-001,Praktikant Business Intelligence,Praktikum,Frankfurt,1,Core Analytics & Student Entry,8,0.61
IND-MUN-20241006-001,Werkstudent Data Engineering,Werkstudent,Munich,3,ML & Research,13,0.61
IND-HAM-20240828-001,Data Analyst,Full-time,Hamburg,1,Core Analytics & Student Entry,8,0.61
SS-MUN-20240203-002,Praktikant Analytics,Praktikum,Munich,4,Enterprise BI & Reporting,9,0.61
IND-MUN-20250119-001,Data Analyst,Full-time,Munich,3,ML & Research,15,0.61
SS-ESS-20240803-001,Werkstudent Data Analytics,Werkstudent,Essen,4,Enterprise BI & Reporting,5,0.61
IND-BER-20240602-001,Werkstudent Data Science,Werkstudent,Berlin,1,Core Analytics & Student Entry,10,0.61
LI-FRA-20240312-001,Senior Data Analyst,Full-time,Frankfurt,2,Cloud Data Engineering,11,0.61
SS-FRA-20240420-001,Praktikant Business Intelligence,Praktikum,Frankfurt,1,Core Analytics & Student Entry,7,0.61
SS-DÜS-20241115-001,Praktikant Analytics,Praktikum,Düsseldorf,1,Core Analytics & Student Entry,7,0.61
SS-FRA-20241130-001,Data Scientist,Full-time,Frankfurt,1,Core Analytics & Student Entry,8,0.61
LI-BER-20240610-002,Praktikant Analytics,Praktikum,Berlin,1,Core Analytics & Student Entry,8,0.61
SS-ESS-20240716-001,Freelance Data Engineer,Freelance/Contract,Essen,4,Enterprise BI & Reporting,9,0.61
IND-DÜS-20240316-001,Analytics Engineer,Full-time,Düsseldorf,2,Cloud Data Engineering,10,0.61
IND-BER-20240306-002,Data Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,3,0.61
SS-HAM-20241224-001,Praktikant Business Intelligence,Praktikum,Hamburg,1,Core Analytics & Student Entry,6,0.61
SS-BER-20240409-001,ML Engineer,Full-time,Berlin,2,Cloud Data Engineering,10,0.61
IND-FRA-20250224-001,Praktikant Analytics,Praktikum,Frankfurt,1,Core Analytics & Student Entry,6,0.61
LI-BER-20241109-001,Contract Data Analyst,Freelance/Contract,Berlin,1,Core Analytics & Student Entry,7,0.61
IND-BER-20240727-001,Praktikant Data Science,Praktikum,Berlin,4,Enterprise BI & Reporting,8,0.61
LI-BER-20240409-001,ML Engineer,Full-time,Berlin,3,ML & Research,11,0.61
IND-DOR-20250127-001,Werkstudent Machine Learning,Werkstudent,Dortmund,1,Core Analytics & Student Entry,5,0.61
LI-BER-20250322-001,Contract Data Analyst,Freelance/Contract,Berlin,2,Cloud Data Engineering,14,0.61
SS-BER-20241231-001,Senior Data Engineer,Full-time,Berlin,3,ML & Research,8,0.61
SS-MUN-20240324-002,Analytics Engineer,Full-time,Munich,4,Enterprise BI & Reporting,10,0.61
SS-BER-20240816-002,Senior Data Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,9,0.61
IND-BER-20240525-001,Senior Data Analyst,Full-time,Berlin,3,ML & Research,10,0.61
LI-COL-20240601-001,Data Engineer,Full-time,Cologne,3,ML & Research,13,0.61
SS-BER-20241016-002,Contract Data Analyst,Freelance/Contract,Berlin,4,Enterprise BI & Reporting,7,0.61
SS-BER-20241217-001,Data Analyst,Full-time,Berlin,2,Cloud Data Engineering,11,0.61
LI-LEI-20250130-001,Data Analyst,Full-time,Leipzig,3,ML & Research,14,0.61
LI-BER-20240531-001,Data Analyst,Full-time,Berlin,2,Cloud Data Engineering,11,0.61
IND-HAM-20250226-002,Data Engineer,Full-time,Hamburg,1,Core Analytics & Student Entry,8,0.61
LI-FRA-20250118-001,Werkstudent Data Science,Werkstudent,Frankfurt,1,Core Analytics & Student Entry,8,0.61
IND-MUN-20240220-001,Analytics Engineer,Full-time,Munich,2,Cloud Data Engineering,11,0.61
LI-MUN-20240416-001,Data Scientist,Full-time,Munich,2,Cloud Data Engineering,12,0.61
SS-BER-20241001-002,Senior Data Engineer,Full-time,Berlin,3,ML & Research,15,0.61
SS-FRA-20240826-001,Contract ML Engineer,Freelance/Contract,Frankfurt,2,Cloud Data Engineering,14,0.61
LI-ESS-20240718-001,Senior Data Analyst,Full-time,Essen,2,Cloud Data Engineering,12,0.61
IND-MUN-20240119-001,Werkstudent Data Engineering,Werkstudent,Munich,3,ML & Research,16,0.61
SS-HAM-20241123-001,ML Engineer,Full-time,Hamburg,1,Core Analytics & Student Entry,7,0.61
LI-BER-20240824-001,Freelance BI Consultant,Freelance/Contract,Berlin,1,Core Analytics & Student Entry,6,0.61
SS-MUN-20240404-001,Senior Data Analyst,Full-time,Munich,3,ML & Research,11,0.61
LI-DOR-20240228-001,Werkstudent BI,Werkstudent,Dortmund,3,ML & Research,10,0.61
LI-DOR-20240109-001,Werkstudent Data Analytics,Werkstudent,Dortmund,1,Core Analytics & Student Entry,7,0.61
LI-BER-20240430-001,Business Intelligence Analyst,Full-time,Berlin,4,Enterprise BI & Reporting,6,0.61
SS-MUN-20250113-001,ML Engineer,Full-time,Munich,2,Cloud Data Engineering,11,0.61
IND-FRA-20241019-001,Senior Data Engineer,Full-time,Frankfurt,2,Cloud Data Engineering,9,0.61
SS-MUN-20240402-001,Data Analyst,Full-time,Munich,4,Enterprise BI & Reporting,8,0.61
IND-FRA-20241103-001,Werkstudent Machine Learning,Werkstudent,Frankfurt,1,Core Analytics & Student Entry,6,0.61
SS-HAM-20250323-001,Werkstudent Data Analytics,Werkstudent,Hamburg,1,Core Analytics & Student Entry,6,0.61
IND-BER-20240126-004,Data Engineer,Full-time,Berlin,3,ML & Research,10,0.61
IND-FRA-20240707-001,Data Engineer,Full-time,Frankfurt,1,Core Analytics & Student Entry,11,0.61
SS-BER-20240320-001,Praktikant Data Analyst,Praktikum,Berlin,3,ML & Research,17,0.61
IND-MUN-20240402-001,Praktikant Data Analyst,Praktikum,Munich,1,Core Analytics & Student Entry,7,0.61
LI-NUR-20250109-001,Praktikant Business Intelligence,Praktikum,Nuremberg,1,Core Analytics & Student Entry,5,0.61
SS-BER-20250311-001,Werkstudent Data Engineering,Werkstudent,Berlin,1,Core Analytics & Student Entry,4,0.61
IND-HAM-20240707-001,Data Analyst,Full-time,Hamburg,2,Cloud Data Engineering,10,0.61
SS-DOR-20240620-001,Werkstudent Data Engineering,Werkstudent,Dortmund,1,Core Analytics & Student Entry,6,0.61
IND-DOR-20250212-001,ML Engineer,Full-time,Dortmund,3,ML & Research,12,0.61
IND-MUN-20240815-001,Werkstudent BI,Werkstudent,Munich,1,Core Analytics & Student Entry,9,0.61
SS-MUN-20241118-001,Data Scientist,Full-time,Munich,2,Cloud Data Engineering,9,0.61
LI-HAM-20241227-001,Werkstudent Data Analytics,Werkstudent,Hamburg,2,Cloud Data Engineering,10,0.61
SS-BER-20240402-001,Data Analyst,Full-time,Berlin,3,ML & Research,11,0.61
SS-MUN-20240103-001,Praktikant Data Science,Praktikum,Munich,1,Core Analytics & Student Entry,9,0.61
IND-NUR-20240701-002,Freelance BI Consultant,Freelance/Contract,Nuremberg,4,Enterprise BI & Reporting,9,0.61
LI-MUN-20241124-001,Werkstudent Data Science,Werkstudent,Munich,1,Core Analytics & Student Entry,9,0.61
SS-BER-20240913-001,BI Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,9,0.61
SS-BER-20250107-001,ML Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,4,0.61
IND-FRA-20240614-001,Data Architect,Full-time,Frankfurt,2,Cloud Data Engineering,14,0.61
SS-BER-20250331-001,Praktikant Data Analyst,Praktikum,Berlin,1,Core Analytics & Student Entry,9,0.61
LI-MUN-20240613-001,Senior Data Analyst,Full-time,Munich,2,Cloud Data Engineering,10,0.61
IND-MUN-20240421-001,Werkstudent Data Science,Werkstudent,Munich,1,Core Analytics & Student Entry,8,0.61
SS-HAM-20240907-001,Praktikant Business Intelligence,Praktikum,Hamburg,3,ML & Research,14,0.61
IND-MUN-20240817-001,Senior Data Analyst,Full-time,Munich,3,ML & Research,8,0.61
LI-BER-20240322-001,Contract ML Engineer,Freelance/Contract,Berlin,2,Cloud Data Engineering,9,0.61
IND-MUN-20240323-001,Business Intelligence Analyst,Full-time,Munich,3,ML & Research,10,0.61
IND-HAM-20250306-001,Praktikant Data Analyst,Praktikum,Hamburg,1,Core Analytics & Student Entry,7,0.61
IND-MUN-20250325-001,Data Scientist,Full-time,Munich,2,Cloud Data Engineering,12,0.61
SS-MUN-20240917-001,Data Scientist,Full-time,Munich,2,Cloud Data Engineering,12,0.61
IND-MUN-20241128-001,Data Analyst,Full-time,Munich,4,Enterprise BI & Reporting,8,0.61
IND-BER-20241011-002,Data Analyst,Full-time,Berlin,3,ML & Research,16,0.61
LI-MUN-20240901-001,Analytics Engineer,Full-time,Munich,3,ML & Research,16,0.61
IND-BER-20240417-001,Data Architect,Full-time,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-OTH-20241230-001,Freelance BI Consultant,Freelance/Contract,Other,1,Core Analytics & Student Entry,11,0.61
SS-MUN-20240503-001,Data Scientist,Full-time,Munich,2,Cloud Data Engineering,14,0.61
SS-MUN-20241219-001,Praktikant Data Analyst,Praktikum,Munich,4,Enterprise BI & Reporting,8,0.61
IND-FRA-20241020-001,Analytics Engineer,Full-time,Frankfurt,4,Enterprise BI & Reporting,7,0.61
LI-MUN-20240722-001,Data Scientist,Full-time,Munich,3,ML & Research,8,0.61
LI-FRA-20241022-001,Data Scientist,Full-time,Frankfurt,4,Enterprise BI & Reporting,7,0.61
IND-OTH-20250303-001,Praktikant Data Analyst,Praktikum,Other,1,Core Analytics & Student Entry,8,0.61
SS-MUN-20240227-001,Data Architect,Full-time,Munich,2,Cloud Data Engineering,11,0.61
IND-MUN-20240314-001,Analytics Engineer,Full-time,Munich,2,Cloud Data Engineering,12,0.61
IND-STU-20240926-001,Data Scientist,Full-time,Stuttgart,3,ML & Research,12,0.61
LI-OTH-20240807-001,Praktikant Data Analyst,Praktikum,Other,1,Core Analytics & Student Entry,8,0.61
LI-ESS-20241017-002,Analytics Engineer,Full-time,Essen,4,Enterprise BI & Reporting,10,0.61
IND-HAM-20240222-001,Senior Data Engineer,Full-time,Hamburg,3,ML & Research,10,0.61
SS-BER-20241101-001,ML Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-MUN-20240208-001,Business Intelligence Analyst,Full-time,Munich,3,ML & Research,9,0.61
SS-HAM-20240321-001,Werkstudent Machine Learning,Werkstudent,Hamburg,1,Core Analytics & Student Entry,8,0.61
SS-HAM-20240413-001,Praktikant Data Science,Praktikum,Hamburg,1,Core Analytics & Student Entry,7,0.61
LI-MUN-20240328-001,Praktikant Data Analyst,Praktikum,Munich,1,Core Analytics & Student Entry,8,0.61
SS-MUN-20241119-001,Contract Data Analyst,Freelance/Contract,Munich,1,Core Analytics & Student Entry,4,0.61
LI-MUN-20241018-001,Werkstudent Machine Learning,Werkstudent,Munich,1,Core Analytics & Student Entry,6,0.61
IND-BER-20250215-001,Data Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,7,0.61
LI-DÜS-20240804-001,Data Engineer,Full-time,Düsseldorf,1,Core Analytics & Student Entry,8,0.61
SS-BER-20241105-001,Werkstudent Data Science,Werkstudent,Berlin,1,Core Analytics & Student Entry,6,0.61
LI-FRA-20240422-001,ML Engineer,Full-time,Frankfurt,3,ML & Research,12,0.61
SS-FRA-20241209-003,BI Engineer,Full-time,Frankfurt,3,ML & Research,12,0.61
IND-DÜS-20240418-001,Senior Data Analyst,Full-time,Düsseldorf,3,ML & Research,15,0.61
IND-LEI-20240621-001,ML Engineer,Full-time,Leipzig,1,Core Analytics & Student Entry,7,0.61
SS-OTH-20241202-001,Business Intelligence Analyst,Full-time,Other,2,Cloud Data Engineering,12,0.61
SS-STU-20240123-001,Praktikant Analytics,Praktikum,Stuttgart,1,Core Analytics & Student Entry,6,0.61
LI-DÜS-20240427-001,Senior Data Engineer,Full-time,Düsseldorf,3,ML & Research,14,0.61
LI-BER-20240129-001,Data Scientist,Full-time,Berlin,1,Core Analytics & Student Entry,10,0.61
LI-HAM-20240909-001,BI Engineer,Full-time,Hamburg,3,ML & Research,12,0.61
SS-FRA-20241025-001,Werkstudent Machine Learning,Werkstudent,Frankfurt,2,Cloud Data Engineering,12,0.61
IND-BER-20241111-001,Data Analyst,Full-time,Berlin,2,Cloud Data Engineering,14,0.61
SS-COL-20250225-001,BI Engineer,Full-time,Cologne,4,Enterprise BI & Reporting,9,0.61
LI-ESS-20240717-001,Senior Data Analyst,Full-time,Essen,2,Cloud Data Engineering,13,0.61
IND-BER-20250108-001,Data Architect,Full-time,Berlin,1,Core Analytics & Student Entry,5,0.61
SS-STU-20241227-001,Praktikant Data Analyst,Praktikum,Stuttgart,1,Core Analytics & Student Entry,7,0.61
SS-DÜS-20240903-002,Werkstudent Machine Learning,Werkstudent,Düsseldorf,2,Cloud Data Engineering,12,0.61
SS-BER-20240205-002,Data Engineer,Full-time,Berlin,2,Cloud Data Engineering,16,0.61
IND-BER-20241128-001,Werkstudent BI,Werkstudent,Berlin,1,Core Analytics & Student Entry,6,0.61
SS-OTH-20240603-001,Praktikant Data Science,Praktikum,Other,1,Core Analytics & Student Entry,9,0.61
IND-MUN-20241108-001,Werkstudent BI,Werkstudent,Munich,4,Enterprise BI & Reporting,8,0.61
SS-ESS-20240614-001,Senior Data Engineer,Full-time,Essen,3,ML & Research,14,0.61
SS-BER-20241212-001,Werkstudent Data Science,Werkstudent,Berlin,1,Core Analytics & Student Entry,10,0.61
SS-MUN-20240602-001,Werkstudent Data Science,Werkstudent,Munich,1,Core Analytics & Student Entry,5,0.61
SS-MUN-20240831-001,Werkstudent BI,Werkstudent,Munich,1,Core Analytics & Student Entry,4,0.61
LI-OTH-20240412-001,Data Scientist,Full-time,Other,2,Cloud Data Engineering,11,0.61
IND-BER-20241207-001,Praktikant Analytics,Praktikum,Berlin,1,Core Analytics & Student Entry,7,0.61
SS-FRA-20240903-001,Werkstudent Data Analytics,Werkstudent,Frankfurt,1,Core Analytics & Student Entry,9,0.61
SS-NUR-20241224-001,Werkstudent Data Engineering,Werkstudent,Nuremberg,1,Core Analytics & Student Entry,8,0.61
SS-STU-20241221-001,Business Intelligence Analyst,Full-time,Stuttgart,4,Enterprise BI & Reporting,7,0.61
SS-FRA-20240521-001,Werkstudent Machine Learning,Werkstudent,Frankfurt,1,Core Analytics & Student Entry,6,0.61
SS-LEI-20240705-001,Senior Data Analyst,Full-time,Leipzig,2,Cloud Data Engineering,11,0.61
SS-HAM-20240828-002,Freelance BI Consultant,Freelance/Contract,Hamburg,4,Enterprise BI & Reporting,7,0.61
IND-BER-20240607-001,ML Engineer,Full-time,Berlin,2,Cloud Data Engineering,12,0.61
LI-MUN-20240621-001,Praktikant Business Intelligence,Praktikum,Munich,1,Core Analytics & Student Entry,6,0.61
IND-HAM-20241113-001,Praktikant Business Intelligence,Praktikum,Hamburg,1,Core Analytics & Student Entry,5,0.61
SS-MUN-20240125-001,Werkstudent Data Analytics,Werkstudent,Munich,1,Core Analytics & Student Entry,6,0.61
IND-BER-20240702-002,Analytics Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,9,0.61
IND-HAM-20241212-001,Senior Data Analyst,Full-time,Hamburg,4,Enterprise BI & Reporting,10,0.61
LI-MUN-20240404-002,ML Engineer,Full-time,Munich,2,Cloud Data Engineering,12,0.61
LI-FRA-20240923-002,Data Architect,Full-time,Frankfurt,2,Cloud Data Engineering,9,0.61
IND-BER-20240114-001,Data Analyst,Full-time,Berlin,1,Core Analytics & Student Entry,8,0.61
IND-ESS-20240120-001,Praktikant Data Science,Praktikum,Essen,3,ML & Research,13,0.61
LI-HAM-20241112-001,Data Architect,Full-time,Hamburg,1,Core Analytics & Student Entry,9,0.61
IND-BER-20241022-001,Praktikant Business Intelligence,Praktikum,Berlin,1,Core Analytics & Student Entry,6,0.61
IND-BER-20240105-002,ML Engineer,Full-time,Berlin,3,ML & Research,11,0.61
IND-BER-20250222-001,ML Engineer,Full-time,Berlin,3,ML & Research,8,0.61
IND-NUR-20240203-001,Praktikant Data Analyst,Praktikum,Nuremberg,1,Core Analytics & Student Entry,8,0.61
SS-OTH-20240413-001,Praktikant Data Science,Praktikum,Other,1,Core Analytics & Student Entry,8,0.61
SS-MUN-20240509-001,Werkstudent Data Analytics,Werkstudent,Munich,3,ML & Research,10,0.61
IND-OTH-20241203-001,Praktikant Data Science,Praktikum,Other,1,Core Analytics & Student Entry,8,0.61
IND-BER-20250324-001,Werkstudent BI,Werkstudent,Berlin,1,Core Analytics & Student Entry,8,0.61
SS-HAM-20240614-001,Werkstudent Data Science,Werkstudent,Hamburg,1,Core Analytics & Student Entry,5,0.61
LI-FRA-20250225-001,Data Scientist,Full-time,Frankfurt,3,ML & Research,14,0.61
SS-COL-20240421-002,BI Engineer,Full-time,Cologne,4,Enterprise BI & Reporting,10,0.61
SS-BER-20240602-001,Data Analyst,Full-time,Berlin,4,Enterprise BI & Reporting,11,0.61
IND-OTH-20240922-001,Praktikant Analytics,Praktikum,Other,4,Enterprise BI & Reporting,7,0.61
SS-MUN-20241203-001,Business Intelligence Analyst,Full-time,Munich,4,Enterprise BI & Reporting,8,0.61
LI-OTH-20250321-001,Praktikant Business Intelligence,Praktikum,Other,1,Core Analytics & Student Entry,7,0.61
SS-HAM-20240131-002,Data Architect,Full-time,Hamburg,1,Core Analytics & Student Entry,10,0.61
SS-BER-20250305-002,Data Engineer,Full-time,Berlin,2,Cloud Data Engineering,12,0.61
LI-HAM-20240719-001,Data Scientist,Full-time,Hamburg,2,Cloud Data Engineering,12,0.61
SS-LEI-20240829-001,Praktikant Data Analyst,Praktikum,Leipzig,1,Core Analytics & Student Entry,6,0.61
LI-MUN-20241126-002,Data Analyst,Full-time,Munich,2,Cloud Data Engineering,15,0.61
IND-COL-20240407-001,Data Engineer,Full-time,Cologne,4,Enterprise BI & Reporting,11,0.61
LI-HAM-20240618-001,Data Engineer,Full-time,Hamburg,2,Cloud Data Engineering,9,0.61
SS-HAM-20240821-001,Contract Data Analyst,Freelance/Contract,Hamburg,1,Core Analytics & Student Entry,8,0.61
LI-MUN-20250319-001,Praktikant Business Intelligence,Praktikum,Munich,2,Cloud Data Engineering,15,0.61
SS-COL-20241220-001,Werkstudent Machine Learning,Werkstudent,Cologne,1,Core Analytics & Student Entry,6,0.61
SS-COL-20240327-002,Praktikant Business Intelligence,Praktikum,Cologne,1,Core Analytics & Student Entry,9,0.61
IND-HAM-20240209-002,Data Analyst,Full-time,Hamburg,2,Cloud Data Engineering,12,0.61
IND-BER-20240822-002,Analytics Engineer,Full-time,Berlin,4,Enterprise BI & Reporting,8,0.61
LI-HAM-20240506-001,Data Architect,Full-time,Hamburg,4,Enterprise BI & Reporting,9,0.61
IND-LEI-20250220-001,BI Engineer,Full-time,Leipzig,2,Cloud Data Engineering,7,0.61
SS-MUN-20240313-004,Analytics Engineer,Full-time,Munich,3,ML & Research,11,0.61
IND-FRA-20250211-001,Data Engineer,Full-time,Frankfurt,3,ML & Research,9,0.61
IND-HAM-20240503-001,Freelance Data Engineer,Freelance/Contract,Hamburg,1,Core Analytics & Student Entry,8,0.61
IND-OTH-20240114-001,Werkstudent Data Engineering,Werkstudent,Other,1,Core Analytics & Student Entry,6,0.61
LI-HAM-20250311-001,Werkstudent Data Engineering,Werkstudent,Hamburg,1,Core Analytics & Student Entry,8,0.61
IND-LEI-20241226-001,Contract Data Analyst,Freelance/Contract,Leipzig,4,Enterprise BI & Reporting,8,0.61
IND-BER-20240306-001,BI Engineer,Full-time,Berlin,1,Core Analytics & Student Entry,7,0.61
LI-HAM-20241126-001,ML Engineer,Full-time,Hamburg,3,ML & Research,9,0.61
IND-BER-20241113-001,Werkstudent Data Science,Werkstudent,Berlin,3,ML & Research,10,0.61
IND-LEI-20240623-001,Werkstudent Data Analytics,Werkstudent,Leipzig,1,Core Analytics & Student Entry,7,0.61
IND-BER-20241026-001,BI Engineer,Full-time,Berlin,2,Cloud Data Engineering,14,0.61
SS-COL-20241209-001,Praktikant Business Intelligence,Praktikum,Cologne,1,Core Analytics & Student Entry,8,0.61
LI-DOR-20240411-001,Senior Data Analyst,Full-time,Dortmund,4,Enterprise BI & Reporting,11,0.61
IND-HAM-20241002-001,Data Architect,Full-time,Hamburg,2,Cloud Data Engineering,8,0.61
SS-ESS-20240326-001,ML Engineer,Full-time,Essen,2,Cloud Data Engineering,13,0.61
LI-BER-20240707-001,Senior Data Engineer,Full-time,Berlin,2,Cloud Data Engineering,12,0.61
IND-MUN-20240305-001,Contract Data Analyst,Freelance/Contract,Munich,4,Enterprise BI & Reporting,8,0.61
SS-BER-20240317-001,Business Intelligence Analyst,Full-time,Berlin,3,ML & Research,8,0.61
IND-OTH-20240901-001,Werkstudent Data Analytics,Werkstudent,Other,1,Core Analytics & Student Entry,8,0.61
