posting_id,skill,category,confidence_score,extraction_method,contract_type,city,cluster_id
LI-MUN-20240628-001,Matplotlib,Programming,0.823,NER,Full-time,Munich,1
LI-MUN-20240628-001,Power BI,Visualization,0.955,TF-IDF,Full-time,Munich,1
LI-MUN-20240628-001,Git,DevOps,0.899,NER,Full-time,Munich,1
LI-MUN-20240628-001,SQL,Database,0.965,NER,Full-time,Munich,1
LI-MUN-20240628-001,Jupyter,Programming,0.83,NER,Full-time,Munich,1
LI-MUN-20240628-001,Excel,Office,0.789,TF-IDF,Full-time,Munich,1
LI-MUN-20240628-001,Tableau,Visualization,0.861,NER,Full-time,Munich,1
LI-MUN-20240628-001,Machine Learning,ML,0.808,NER,Full-time,Munich,1
IND-BER-20241215-002,Python,Programming,0.812,TF-IDF,Praktikum,Berlin,1
IND-BER-20241215-002,Excel,Office,0.802,TF-IDF,Praktikum,Berlin,1
IND-BER-20241215-002,Matplotlib,Programming,0.863,TF-IDF,Praktikum,Berlin,1
IND-BER-20241215-002,Power BI,Visualization,0.937,TF-IDF,Praktikum,Berlin,1
IND-BER-20241215-002,NumPy,Programming,0.803,NER,Praktikum,Berlin,1
IND-BER-20241215-002,SQL,Database,0.816,NER,Praktikum,Berlin,1
IND-BER-20241215-002,Jupyter,Programming,0.835,TF-IDF,Praktikum,Berlin,1
IND-BER-20241215-002,Looker,Visualization,0.853,TF-IDF,Praktikum,Berlin,1
IND-BER-20241215-002,Azure,Cloud,0.943,TF-IDF,Praktikum,Berlin,1
IND-FRA-20240714-001,Python,Programming,0.821,NER,Full-time,Frankfurt,2
IND-FRA-20240714-001,Kafka,BigData,0.918,NER,Full-time,Frankfurt,2
IND-FRA-20240714-001,Git,DevOps,0.859,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240714-001,Azure,Cloud,0.931,NER,Full-time,Frankfurt,2
IND-FRA-20240714-001,SQL,Database,0.835,NER,Full-time,Frankfurt,2
IND-FRA-20240714-001,Airflow,DataEngineering,0.825,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240714-001,Spark,BigData,0.952,NER,Full-time,Frankfurt,2
IND-FRA-20240714-001,Terraform,DataEngineering,0.891,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240714-001,Docker,DevOps,0.796,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240714-001,Snowflake,Database,0.805,NER,Full-time,Frankfurt,2
IND-FRA-20240714-001,Kubernetes,DevOps,0.965,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240714-001,dbt,DataEngineering,0.911,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240714-001,Databricks,Cloud,0.915,TF-IDF,Full-time,Frankfurt,2
IND-FRA-20240714-001,AWS,Cloud,0.829,NER,Full-time,Frankfurt,2
IND-DOR-20241013-001,Python,Programming,0.886,NER,Werkstudent,Dortmund,1
IND-DOR-20241013-001,Pandas,Programming,0.843,NER,Werkstudent,Dortmund,1
IND-DOR-20241013-001,Excel,Office,0.869,NER,Werkstudent,Dortmund,1
IND-DOR-20241013-001,Power BI,Visualization,0.969,TF-IDF,Werkstudent,Dortmund,1
IND-DOR-20241013-001,Tableau,Visualization,0.915,NER,Werkstudent,Dortmund,1
IND-ESS-20241222-001,Python,Programming,0.781,TF-IDF,Full-time,Essen,2
IND-ESS-20241222-001,BigQuery,Database,0.898,NER,Full-time,Essen,2
IND-ESS-20241222-001,Kafka,BigData,0.966,NER,Full-time,Essen,2
IND-ESS-20241222-001,Azure,Cloud,0.805,TF-IDF,Full-time,Essen,2
IND-ESS-20241222-001,NumPy,Programming,0.788,NER,Full-time,Essen,2
IND-ESS-20241222-001,SQL,Database,0.829,TF-IDF,Full-time,Essen,2
IND-ESS-20241222-001,Airflow,DataEngineering,0.874,NER,Full-time,Essen,2
IND-ESS-20241222-001,Machine Learning,ML,0.947,NER,Full-time,Essen,2
IND-ESS-20241222-001,Spark,BigData,0.797,TF-IDF,Full-time,Essen,2
IND-ESS-20241222-001,Terraform,DataEngineering,0.862,NER,Full-time,Essen,2
IND-ESS-20241222-001,Docker,DevOps,0.802,NER,Full-time,Essen,2
IND-ESS-20241222-001,dbt,DataEngineering,0.966,TF-IDF,Full-time,Essen,2
IND-ESS-20241222-001,Databricks,Cloud,0.946,NER,Full-time,Essen,2
SS-MUN-20240523-001,SSRS,Enterprise,0.922,TF-IDF,Freelance/Contract,Munich,4
SS-MUN-20240523-001,Excel,Office,0.834,NER,Freelance/Contract,Munich,4
SS-MUN-20240523-001,Power BI,Visualization,0.896,NER,Freelance/Contract,Munich,4
SS-MUN-20240523-001,MicroStrategy,Enterprise,0.878,TF-IDF,Freelance/Contract,Munich,4
SS-MUN-20240523-001,Azure,Cloud,0.95,NER,Freelance/Contract,Munich,4
SS-MUN-20240523-001,SAP,Enterprise,0.92,TF-IDF,Freelance/Contract,Munich,4
SS-MUN-20240523-001,Cognos,Enterprise,0.925,NER,Freelance/Contract,Munich,4
SS-MUN-20240523-001,Looker,Visualization,0.886,TF-IDF,Freelance/Contract,Munich,4
SS-MUN-20240523-001,R,Programming,0.79,NER,Freelance/Contract,Munich,4
LI-STU-20240617-001,SSRS,Enterprise,0.79,NER,Werkstudent,Stuttgart,4
LI-STU-20240617-001,Kafka,BigData,0.787,NER,Werkstudent,Stuttgart,4
LI-STU-20240617-001,Excel,Office,0.811,TF-IDF,Werkstudent,Stuttgart,4
LI-STU-20240617-001,SQL,Database,0.863,TF-IDF,Werkstudent,Stuttgart,4
LI-STU-20240617-001,SAP,Enterprise,0.788,NER,Werkstudent,Stuttgart,4
LI-STU-20240617-001,Cognos,Enterprise,0.968,TF-IDF,Werkstudent,Stuttgart,4
LI-STU-20240617-001,Power BI,Visualization,0.872,TF-IDF,Werkstudent,Stuttgart,4
SS-DÜS-20240929-001,Python,Programming,0.801,NER,Praktikum,Düsseldorf,1
SS-DÜS-20240929-001,GCP,Cloud,0.803,NER,Praktikum,Düsseldorf,1
SS-DÜS-20240929-001,Pandas,Programming,0.819,NER,Praktikum,Düsseldorf,1
SS-DÜS-20240929-001,Excel,Office,0.814,NER,Praktikum,Düsseldorf,1
SS-DÜS-20240929-001,Power BI,Visualization,0.922,NER,Praktikum,Düsseldorf,1
SS-DÜS-20240929-001,SQL,Database,0.887,TF-IDF,Praktikum,Düsseldorf,1
SS-DÜS-20240929-001,Tableau,Visualization,0.82,NER,Praktikum,Düsseldorf,1
SS-DÜS-20240929-001,Looker,Visualization,0.88,TF-IDF,Praktikum,Düsseldorf,1
SS-MUN-20240128-001,Python,Programming,0.814,NER,Full-time,Munich,2
SS-MUN-20240128-001,GCP,Cloud,0.827,TF-IDF,Full-time,Munich,2
SS-MUN-20240128-001,Kafka,BigData,0.909,NER,Full-time,Munich,2
SS-MUN-20240128-001,Power BI,Visualization,0.785,NER,Full-time,Munich,2
SS-MUN-20240128-001,Git,DevOps,0.855,TF-IDF,Full-time,Munich,2
SS-MUN-20240128-001,Azure,Cloud,0.957,NER,Full-time,Munich,2
SS-MUN-20240128-001,Airflow,DataEngineering,0.939,NER,Full-time,Munich,2
SS-MUN-20240128-001,MLflow,ML,0.785,TF-IDF,Full-time,Munich,2
SS-MUN-20240128-001,Spark,BigData,0.938,TF-IDF,Full-time,Munich,2
SS-MUN-20240128-001,AWS,Cloud,0.866,NER,Full-time,Munich,2
SS-MUN-20240128-001,Docker,DevOps,0.893,NER,Full-time,Munich,2
SS-MUN-20240128-001,dbt,DataEngineering,0.843,NER,Full-time,Munich,2
SS-MUN-20240128-001,Databricks,Cloud,0.905,TF-IDF,Full-time,Munich,2
SS-HAM-20240504-001,Python,Programming,0.842,TF-IDF,Full-time,Hamburg,2
SS-HAM-20240504-001,Kafka,BigData,0.805,NER,Full-time,Hamburg,2
SS-HAM-20240504-001,Git,DevOps,0.932,NER,Full-time,Hamburg,2
SS-HAM-20240504-001,Azure,Cloud,0.841,NER,Full-time,Hamburg,2
SS-HAM-20240504-001,Spark,BigData,0.921,TF-IDF,Full-time,Hamburg,2
SS-HAM-20240504-001,AWS,Cloud,0.961,TF-IDF,Full-time,Hamburg,2
SS-HAM-20240504-001,Seaborn,Programming,0.798,NER,Full-time,Hamburg,2
SS-HAM-20240504-001,Tableau,Visualization,0.814,TF-IDF,Full-time,Hamburg,2
SS-HAM-20240504-001,dbt,DataEngineering,0.797,NER,Full-time,Hamburg,2
SS-HAM-20240504-001,GCP,Cloud,0.811,TF-IDF,Full-time,Hamburg,2
LI-BER-20250303-001,SSRS,Enterprise,0.834,NER,Full-time,Berlin,4
LI-BER-20250303-001,Excel,Office,0.803,TF-IDF,Full-time,Berlin,4
LI-BER-20250303-001,Power BI,Visualization,0.932,NER,Full-time,Berlin,4
LI-BER-20250303-001,MicroStrategy,Enterprise,0.952,TF-IDF,Full-time,Berlin,4
LI-BER-20250303-001,Git,DevOps,0.805,NER,Full-time,Berlin,4
LI-BER-20250303-001,SAP,Enterprise,0.938,TF-IDF,Full-time,Berlin,4
LI-BER-20250303-001,Tableau,Visualization,0.818,TF-IDF,Full-time,Berlin,4
LI-BER-20241114-002,Python,Programming,0.948,TF-IDF,Praktikum,Berlin,1
LI-BER-20241114-002,Excel,Office,0.831,TF-IDF,Praktikum,Berlin,1
LI-BER-20241114-002,Power BI,Visualization,0.86,TF-IDF,Praktikum,Berlin,1
LI-BER-20241114-002,SQL,Database,0.934,TF-IDF,Praktikum,Berlin,1
LI-BER-20241114-002,Jupyter,Programming,0.815,TF-IDF,Praktikum,Berlin,1
LI-BER-20241114-002,AWS,Cloud,0.798,TF-IDF,Praktikum,Berlin,1
LI-BER-20241114-002,Tableau,Visualization,0.845,TF-IDF,Praktikum,Berlin,1
SS-DÜS-20240514-001,Python,Programming,0.909,NER,Freelance/Contract,Düsseldorf,2
SS-DÜS-20240514-001,GCP,Cloud,0.957,TF-IDF,Freelance/Contract,Düsseldorf,2
SS-DÜS-20240514-001,Git,DevOps,0.9,TF-IDF,Freelance/Contract,Düsseldorf,2
SS-DÜS-20240514-001,Azure,Cloud,0.796,TF-IDF,Freelance/Contract,Düsseldorf,2
SS-DÜS-20240514-001,SQL,Database,0.863,TF-IDF,Freelance/Contract,Düsseldorf,2
SS-DÜS-20240514-001,Hadoop,BigData,0.837,NER,Freelance/Contract,Düsseldorf,2
SS-DÜS-20240514-001,Spark,BigData,0.91,NER,Freelance/Contract,Düsseldorf,2
SS-DÜS-20240514-001,Docker,DevOps,0.94,TF-IDF,Freelance/Contract,Düsseldorf,2
SS-DÜS-20240514-001,Kubernetes,DevOps,0.861,TF-IDF,Freelance/Contract,Düsseldorf,2
SS-DÜS-20240514-001,Databricks,Cloud,0.789,NER,Freelance/Contract,Düsseldorf,2
SS-BER-20241111-001,Python,Programming,0.954,TF-IDF,Full-time,Berlin,2
SS-BER-20241111-001,Kafka,BigData,0.8,TF-IDF,Full-time,Berlin,2
SS-BER-20241111-001,Power BI,Visualization,0.858,TF-IDF,Full-time,Berlin,2
SS-BER-20241111-001,Git,DevOps,0.906,TF-IDF,Full-time,Berlin,2
SS-BER-20241111-001,SQL,Database,0.934,NER,Full-time,Berlin,2
SS-BER-20241111-001,Hadoop,BigData,0.828,NER,Full-time,Berlin,2
SS-BER-20241111-001,Spark,BigData,0.926,NER,Full-time,Berlin,2
SS-BER-20241111-001,AWS,Cloud,0.802,TF-IDF,Full-time,Berlin,2
SS-BER-20241111-001,Terraform,DataEngineering,0.814,NER,Full-time,Berlin,2
SS-BER-20241111-001,Snowflake,Database,0.94,NER,Full-time,Berlin,2
SS-BER-20241111-001,Databricks,Cloud,0.796,NER,Full-time,Berlin,2
SS-BER-20241111-001,Azure,Cloud,0.84,TF-IDF,Full-time,Berlin,2
IND-HAM-20241130-001,FastAPI,Programming,0.924,TF-IDF,Werkstudent,Hamburg,1
IND-HAM-20241130-001,Python,Programming,0.899,NER,Werkstudent,Hamburg,1
IND-HAM-20241130-001,NumPy,Programming,0.845,NER,Werkstudent,Hamburg,1
IND-HAM-20241130-001,SQL,Database,0.82,NER,Werkstudent,Hamburg,1
IND-HAM-20241130-001,Jupyter,Programming,0.922,TF-IDF,Werkstudent,Hamburg,1
IND-HAM-20241130-001,Tableau,Visualization,0.829,NER,Werkstudent,Hamburg,1
IND-HAM-20241130-001,Excel,Office,0.862,NER,Werkstudent,Hamburg,1
IND-HAM-20241130-001,Power BI,Visualization,0.781,NER,Werkstudent,Hamburg,1
SS-STU-20240930-001,Python,Programming,0.783,TF-IDF,Werkstudent,Stuttgart,1
SS-STU-20240930-001,Matplotlib,Programming,0.867,TF-IDF,Werkstudent,Stuttgart,1
SS-STU-20240930-001,Power BI,Visualization,0.945,TF-IDF,Werkstudent,Stuttgart,1
SS-STU-20240930-001,SQL,Database,0.918,NER,Werkstudent,Stuttgart,1
SS-STU-20240930-001,Excel,Office,0.898,TF-IDF,Werkstudent,Stuttgart,1
SS-DOR-20241116-001,Python,Programming,0.849,TF-IDF,Werkstudent,Dortmund,1
SS-DOR-20241116-001,Excel,Office,0.933,NER,Werkstudent,Dortmund,1
SS-DOR-20241116-001,Power BI,Visualization,0.804,NER,Werkstudent,Dortmund,1
SS-DOR-20241116-001,MLflow,ML,0.816,NER,Werkstudent,Dortmund,1
SS-DOR-20241116-001,Tableau,Visualization,0.912,NER,Werkstudent,Dortmund,1
SS-DOR-20240813-001,Python,Programming,0.943,NER,Full-time,Dortmund,3
SS-DOR-20240813-001,Kubeflow,ML,0.871,NER,Full-time,Dortmund,3
SS-DOR-20240813-001,TensorFlow,ML,0.903,TF-IDF,Full-time,Dortmund,3
SS-DOR-20240813-001,NumPy,Programming,0.94,TF-IDF,Full-time,Dortmund,3
SS-DOR-20240813-001,PyTorch,ML,0.816,NER,Full-time,Dortmund,3
SS-DOR-20240813-001,Streamlit,Programming,0.926,NER,Full-time,Dortmund,3
SS-DOR-20240813-001,Scikit-learn,ML,0.87,NER,Full-time,Dortmund,3
SS-DOR-20240813-001,R,Programming,0.802,NER,Full-time,Dortmund,3
SS-DOR-20240813-001,Tableau,Visualization,0.92,TF-IDF,Full-time,Dortmund,3
IND-STU-20241215-001,Azure,Cloud,0.963,TF-IDF,Full-time,Stuttgart,2
IND-STU-20241215-001,SQL,Database,0.784,TF-IDF,Full-time,Stuttgart,2
IND-STU-20241215-001,Spark,BigData,0.891,NER,Full-time,Stuttgart,2
IND-STU-20241215-001,AWS,Cloud,0.836,TF-IDF,Full-time,Stuttgart,2
IND-STU-20241215-001,dbt,DataEngineering,0.79,NER,Full-time,Stuttgart,2
IND-STU-20241215-001,Databricks,Cloud,0.8,TF-IDF,Full-time,Stuttgart,2
LI-BER-20240308-002,SSRS,Enterprise,0.966,TF-IDF,Full-time,Berlin,4
LI-BER-20240308-002,Excel,Office,0.92,TF-IDF,Full-time,Berlin,4
LI-BER-20240308-002,SAP,Enterprise,0.919,NER,Full-time,Berlin,4
LI-BER-20240308-002,Cognos,Enterprise,0.787,TF-IDF,Full-time,Berlin,4
LI-BER-20240308-002,Tableau,Visualization,0.872,TF-IDF,Full-time,Berlin,4
LI-BER-20240308-002,Python,Programming,0.918,TF-IDF,Full-time,Berlin,4
LI-BER-20240308-002,Power BI,Visualization,0.824,NER,Full-time,Berlin,4
SS-BER-20240531-003,Python,Programming,0.88,TF-IDF,Full-time,Berlin,3
SS-BER-20240531-003,Pandas,Programming,0.89,TF-IDF,Full-time,Berlin,3
SS-BER-20240531-003,Matplotlib,Programming,0.792,TF-IDF,Full-time,Berlin,3
SS-BER-20240531-003,TensorFlow,ML,0.949,NER,Full-time,Berlin,3
SS-BER-20240531-003,Git,DevOps,0.874,NER,Full-time,Berlin,3
SS-BER-20240531-003,NumPy,Programming,0.865,TF-IDF,Full-time,Berlin,3
SS-BER-20240531-003,Jupyter,Programming,0.784,NER,Full-time,Berlin,3
SS-BER-20240531-003,Machine Learning,ML,0.918,TF-IDF,Full-time,Berlin,3
SS-BER-20240531-003,PyTorch,ML,0.845,NER,Full-time,Berlin,3
SS-BER-20240531-003,Streamlit,Programming,0.876,TF-IDF,Full-time,Berlin,3
SS-BER-20240531-003,Scikit-learn,ML,0.953,NER,Full-time,Berlin,3
LI-MUN-20240113-001,Python,Programming,0.955,TF-IDF,Full-time,Munich,2
LI-MUN-20240113-001,Kafka,BigData,0.805,NER,Full-time,Munich,2
LI-MUN-20240113-001,Git,DevOps,0.917,TF-IDF,Full-time,Munich,2
LI-MUN-20240113-001,Azure,Cloud,0.962,NER,Full-time,Munich,2
LI-MUN-20240113-001,Airflow,DataEngineering,0.931,NER,Full-time,Munich,2
LI-MUN-20240113-001,AWS,Cloud,0.898,NER,Full-time,Munich,2
LI-MUN-20240113-001,Terraform,DataEngineering,0.911,NER,Full-time,Munich,2
LI-MUN-20240113-001,Docker,DevOps,0.907,NER,Full-time,Munich,2
LI-MUN-20240113-001,Snowflake,Database,0.813,NER,Full-time,Munich,2
LI-MUN-20240113-001,Kubernetes,DevOps,0.895,NER,Full-time,Munich,2
LI-MUN-20240113-001,dbt,DataEngineering,0.931,TF-IDF,Full-time,Munich,2
LI-MUN-20240113-001,Spark,BigData,0.838,NER,Full-time,Munich,2
IND-MUN-20240710-001,Python,Programming,0.886,NER,Full-time,Munich,1
IND-MUN-20240710-001,Pandas,Programming,0.848,NER,Full-time,Munich,1
IND-MUN-20240710-001,Excel,Office,0.848,NER,Full-time,Munich,1
IND-MUN-20240710-001,Power BI,Visualization,0.813,TF-IDF,Full-time,Munich,1
IND-MUN-20240710-001,SQL,Database,0.786,NER,Full-time,Munich,1
IND-MUN-20240710-001,Jupyter,Programming,0.844,NER,Full-time,Munich,1
IND-MUN-20240710-001,Tableau,Visualization,0.897,NER,Full-time,Munich,1
IND-DOR-20241027-001,Python,Programming,0.887,TF-IDF,Werkstudent,Dortmund,1
IND-DOR-20241027-001,Excel,Office,0.829,NER,Werkstudent,Dortmund,1
IND-DOR-20241027-001,Power BI,Visualization,0.929,NER,Werkstudent,Dortmund,1
IND-DOR-20241027-001,SQL,Database,0.926,TF-IDF,Werkstudent,Dortmund,1
IND-DOR-20241027-001,Machine Learning,ML,0.831,NER,Werkstudent,Dortmund,1
IND-DOR-20241027-001,Seaborn,Programming,0.942,TF-IDF,Werkstudent,Dortmund,1
IND-DOR-20241027-001,Tableau,Visualization,0.895,NER,Werkstudent,Dortmund,1
LI-COL-20240228-001,Python,Programming,0.914,TF-IDF,Full-time,Cologne,3
LI-COL-20240228-001,Pandas,Programming,0.932,NER,Full-time,Cologne,3
LI-COL-20240228-001,Matplotlib,Programming,0.965,TF-IDF,Full-time,Cologne,3
LI-COL-20240228-001,Power BI,Visualization,0.896,NER,Full-time,Cologne,3
LI-COL-20240228-001,TensorFlow,ML,0.936,NER,Full-time,Cologne,3
LI-COL-20240228-001,NumPy,Programming,0.876,NER,Full-time,Cologne,3
LI-COL-20240228-001,SQL,Database,0.9,NER,Full-time,Cologne,3
LI-COL-20240228-001,Jupyter,Programming,0.953,NER,Full-time,Cologne,3
LI-COL-20240228-001,Machine Learning,ML,0.918,TF-IDF,Full-time,Cologne,3
LI-COL-20240228-001,PyTorch,ML,0.925,TF-IDF,Full-time,Cologne,3
LI-COL-20240228-001,MLflow,ML,0.919,NER,Full-time,Cologne,3
LI-COL-20240228-001,Scikit-learn,ML,0.809,NER,Full-time,Cologne,3
LI-COL-20240228-001,R,Programming,0.844,NER,Full-time,Cologne,3
LI-COL-20240228-001,Tableau,Visualization,0.803,NER,Full-time,Cologne,3
SS-BER-20240401-002,Python,Programming,0.863,TF-IDF,Praktikum,Berlin,1
SS-BER-20240401-002,Pandas,Programming,0.926,NER,Praktikum,Berlin,1
SS-BER-20240401-002,Power BI,Visualization,0.827,TF-IDF,Praktikum,Berlin,1
SS-BER-20240401-002,NumPy,Programming,0.845,TF-IDF,Praktikum,Berlin,1
SS-BER-20240401-002,SQL,Database,0.813,NER,Praktikum,Berlin,1
SS-BER-20240401-002,Jupyter,Programming,0.851,TF-IDF,Praktikum,Berlin,1
SS-BER-20240401-002,Excel,Office,0.849,NER,Praktikum,Berlin,1
SS-BER-20240401-002,Tableau,Visualization,0.809,TF-IDF,Praktikum,Berlin,1
SS-BER-20240401-002,Looker,Visualization,0.86,NER,Praktikum,Berlin,1
IND-MUN-20240311-001,FastAPI,Programming,0.806,TF-IDF,Full-time,Munich,3
IND-MUN-20240311-001,Python,Programming,0.859,TF-IDF,Full-time,Munich,3
IND-MUN-20240311-001,Matplotlib,Programming,0.951,TF-IDF,Full-time,Munich,3
IND-MUN-20240311-001,TensorFlow,ML,0.931,NER,Full-time,Munich,3
IND-MUN-20240311-001,Git,DevOps,0.959,TF-IDF,Full-time,Munich,3
IND-MUN-20240311-001,NumPy,Programming,0.808,NER,Full-time,Munich,3
IND-MUN-20240311-001,SQL,Database,0.916,TF-IDF,Full-time,Munich,3
IND-MUN-20240311-001,Jupyter,Programming,0.959,NER,Full-time,Munich,3
IND-MUN-20240311-001,Machine Learning,ML,0.844,TF-IDF,Full-time,Munich,3
IND-MUN-20240311-001,PyTorch,ML,0.967,NER,Full-time,Munich,3
IND-MUN-20240311-001,MLflow,ML,0.862,TF-IDF,Full-time,Munich,3
IND-MUN-20240311-001,Scikit-learn,ML,0.924,NER,Full-time,Munich,3
IND-STU-20240410-001,Python,Programming,0.951,NER,Full-time,Stuttgart,2
IND-STU-20240410-001,GCP,Cloud,0.966,TF-IDF,Full-time,Stuttgart,2
IND-STU-20240410-001,BigQuery,Database,0.965,TF-IDF,Full-time,Stuttgart,2
IND-STU-20240410-001,Azure,Cloud,0.856,TF-IDF,Full-time,Stuttgart,2
IND-STU-20240410-001,SQL,Database,0.946,NER,Full-time,Stuttgart,2
IND-STU-20240410-001,Snowflake,Database,0.953,NER,Full-time,Stuttgart,2
IND-STU-20240410-001,Tableau,Visualization,0.937,TF-IDF,Full-time,Stuttgart,2
IND-STU-20240410-001,Kubernetes,DevOps,0.896,NER,Full-time,Stuttgart,2
IND-STU-20240410-001,Databricks,Cloud,0.913,TF-IDF,Full-time,Stuttgart,2
IND-STU-20240410-001,AWS,Cloud,0.902,TF-IDF,Full-time,Stuttgart,2
IND-STU-20240410-001,Spark,BigData,0.899,TF-IDF,Full-time,Stuttgart,2
IND-FRA-20241004-001,Python,Programming,0.904,NER,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,GCP,Cloud,0.949,TF-IDF,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,Git,DevOps,0.927,NER,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,Azure,Cloud,0.796,TF-IDF,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,SQL,Database,0.844,NER,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,Spark,BigData,0.879,TF-IDF,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,Seaborn,Programming,0.834,NER,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,Snowflake,Database,0.877,NER,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,Kubernetes,DevOps,0.879,NER,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,dbt,DataEngineering,0.784,TF-IDF,Werkstudent,Frankfurt,2
IND-FRA-20241004-001,Databricks,Cloud,0.893,NER,Werkstudent,Frankfurt,2
SS-FRA-20240315-001,SSRS,Enterprise,0.938,NER,Werkstudent,Frankfurt,4
SS-FRA-20240315-001,Excel,Office,0.918,TF-IDF,Werkstudent,Frankfurt,4
SS-FRA-20240315-001,Power BI,Visualization,0.801,NER,Werkstudent,Frankfurt,4
SS-FRA-20240315-001,MicroStrategy,Enterprise,0.94,NER,Werkstudent,Frankfurt,4
SS-FRA-20240315-001,SQL,Database,0.899,NER,Werkstudent,Frankfurt,4
SS-FRA-20240315-001,SAP,Enterprise,0.804,NER,Werkstudent,Frankfurt,4
SS-FRA-20240315-001,Cognos,Enterprise,0.865,TF-IDF,Werkstudent,Frankfurt,4
SS-FRA-20240315-001,Tableau,Visualization,0.92,TF-IDF,Werkstudent,Frankfurt,4
SS-FRA-20240315-001,Looker,Visualization,0.844,NER,Werkstudent,Frankfurt,4
IND-BER-20240309-001,Python,Programming,0.933,TF-IDF,Full-time,Berlin,1
IND-BER-20240309-001,BigQuery,Database,0.887,TF-IDF,Full-time,Berlin,1
IND-BER-20240309-001,Excel,Office,0.94,NER,Full-time,Berlin,1
IND-BER-20240309-001,SQL,Database,0.847,NER,Full-time,Berlin,1
IND-BER-20240309-001,Power BI,Visualization,0.907,TF-IDF,Full-time,Berlin,1
IND-MUN-20241226-001,Python,Programming,0.908,TF-IDF,Werkstudent,Munich,4
IND-MUN-20241226-001,SSRS,Enterprise,0.879,NER,Werkstudent,Munich,4
IND-MUN-20241226-001,Excel,Office,0.8,TF-IDF,Werkstudent,Munich,4
IND-MUN-20241226-001,Power BI,Visualization,0.891,NER,Werkstudent,Munich,4
IND-MUN-20241226-001,MicroStrategy,Enterprise,0.866,NER,Werkstudent,Munich,4
IND-MUN-20241226-001,NumPy,Programming,0.915,TF-IDF,Werkstudent,Munich,4
IND-MUN-20241226-001,SQL,Database,0.796,NER,Werkstudent,Munich,4
IND-MUN-20241226-001,SAP,Enterprise,0.861,NER,Werkstudent,Munich,4
IND-MUN-20241226-001,Cognos,Enterprise,0.87,TF-IDF,Werkstudent,Munich,4
IND-MUN-20241226-001,Tableau,Visualization,0.795,TF-IDF,Werkstudent,Munich,4
LI-BER-20250112-001,FastAPI,Programming,0.857,TF-IDF,Full-time,Berlin,2
LI-BER-20250112-001,Python,Programming,0.879,TF-IDF,Full-time,Berlin,2
LI-BER-20250112-001,Kafka,BigData,0.946,TF-IDF,Full-time,Berlin,2
LI-BER-20250112-001,Git,DevOps,0.875,TF-IDF,Full-time,Berlin,2
LI-BER-20250112-001,Azure,Cloud,0.969,TF-IDF,Full-time,Berlin,2
LI-BER-20250112-001,SQL,Database,0.919,TF-IDF,Full-time,Berlin,2
LI-BER-20250112-001,Airflow,DataEngineering,0.937,NER,Full-time,Berlin,2
LI-BER-20250112-001,Hadoop,BigData,0.876,TF-IDF,Full-time,Berlin,2
LI-BER-20250112-001,Spark,BigData,0.915,NER,Full-time,Berlin,2
LI-BER-20250112-001,AWS,Cloud,0.964,TF-IDF,Full-time,Berlin,2
LI-BER-20250112-001,Docker,DevOps,0.944,NER,Full-time,Berlin,2
LI-BER-20250112-001,Kubernetes,DevOps,0.912,TF-IDF,Full-time,Berlin,2
LI-BER-20250112-001,dbt,DataEngineering,0.87,NER,Full-time,Berlin,2
SS-HAM-20240404-001,Python,Programming,0.959,NER,Praktikum,Hamburg,1
SS-HAM-20240404-001,Excel,Office,0.955,NER,Praktikum,Hamburg,1
SS-HAM-20240404-001,Power BI,Visualization,0.894,TF-IDF,Praktikum,Hamburg,1
SS-HAM-20240404-001,NumPy,Programming,0.801,NER,Praktikum,Hamburg,1
SS-HAM-20240404-001,SQL,Database,0.889,NER,Praktikum,Hamburg,1
SS-HAM-20240404-001,Machine Learning,ML,0.879,NER,Praktikum,Hamburg,1
SS-HAM-20240404-001,Tableau,Visualization,0.851,NER,Praktikum,Hamburg,1
SS-FRA-20250314-001,NumPy,Programming,0.838,TF-IDF,Werkstudent,Frankfurt,1
SS-FRA-20250314-001,Power BI,Visualization,0.785,NER,Werkstudent,Frankfurt,1
SS-FRA-20250314-001,SQL,Database,0.807,TF-IDF,Werkstudent,Frankfurt,1
SS-FRA-20250314-001,Python,Programming,0.86,NER,Werkstudent,Frankfurt,1
SS-FRA-20250314-001,Excel,Office,0.949,NER,Werkstudent,Frankfurt,1
SS-FRA-20250314-001,Tableau,Visualization,0.815,TF-IDF,Werkstudent,Frankfurt,1
SS-FRA-20240812-001,FastAPI,Programming,0.78,TF-IDF,Full-time,Frankfurt,2
